国内卫视,#genre#
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
芒果乐搜,http://124.232.231.246:6610/000000001001/201600020010/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2

湖南公共,http://124.232.233.17:6610/000000001001/201500000241/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南公共,http://124.232.233.17:6610/000000001001/201500000222/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南公共,http://124.232.233.15:6610/000000001001/201500000222/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南国际,http://124.232.233.17:6610/000000001001/201500000242/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南国际,http://124.232.233.17:6610/000000001001/201500000153/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南娱乐,http://124.232.233.17:6610/000000001001/201500000239/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南娱乐,http://124.232.233.17:6610/000000001001/201500000152/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南快乐垂钓,http://124.232.233.17:6610/000000001001/201500000245/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南快乐垂钓,http://124.232.233.17:6610/000000001001/201500000048/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南快乐购,http://124.232.233.17:6610/000000001001/201500000243/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南快乐购,http://124.232.233.17:6610/000000001001/201500000223/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南电影,http://124.232.233.17:6610/000000001001/201500000237/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南电影,http://124.232.233.17:6610/000000001001/201500000216/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南电视剧,http://124.232.233.17:6610/000000001001/201500000236/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南电视剧,http://124.232.233.17:6610/000000001001/201500000155/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南经视,http://124.232.233.17:6610/000000001001/201500000234/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南经视,http://124.232.233.17:6610/000000001001/201500000068/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南都市,http://124.232.233.17:6610/000000001001/201500000235/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
湖南都市,http://124.232.233.16:6610/000000001001/201500000151/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
金鹰卡通,http://124.232.233.17:6610/000000001001/201500000238/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
金鹰纪实,http://124.232.233.17:6610/000000001001/201500000240/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
长沙新闻,http://124.232.233.15:6610/000000001001/201500000232/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
长沙新闻,rtmp://35848.lssplay.aodianyun.com/guangdianyun_35848/tv_channel_346?auth_key=1936692784-0-0-9042421539d8424068f7e575f090dbca
长沙政法,http://124.232.233.17:6610/000000001001/201500000229/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.flv?auth_key=1936693647-0-0-09a2ab1e7112296d76b1c37999a5cf32&ispcode=3
长沙女性频道,http://124.232.233.17:6610/000000001001/201500000094/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
长沙女性频道,http://124.232.233.17:6610/000000001001/201500000226/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
长沙影视频道,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.flv?auth_key=1936694127-0-0-f081dadf4de8780d84d51755eb65e516
长沙移动电视,rtmp://35848.lssplay.aodianyun.com/guangdianyun_35848/tv_channel_357?auth_key=1936694397-0-0-1533e6e0f3b85847e1f2a57af1cd1e52
狗狗TV,http://124.232.233.17:6610/000000001001/201500000333/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
浏阳新闻,http://124.232.233.17:6610/000000001001/201500000334/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
测试频道1,http://124.232.233.17:6610/000000001001/201500000230/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
测试频道2,http://124.232.233.17:6610/000000001001/201500000231/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2&ispcode=3
长沙影视,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.flv?auth_key=1936694127-0-0-f081dadf4de8780d84d51755eb65e516
娄底综合,http://mms.ldntv.cn:1935/live/_definst_/zonghe/playlist.m3u8
娄底综合,http://119.39.242.52:1935/live/zonghe/chunklist_w1680005588.m3u8
娄底综合,http://mms.ldntv.cn:1935/live/_definst_/zonghe/chunklist_w2136014950.m3u8
娄底综合,http://mms.ldntv.cn:1935/live/zonghe/playlist.m3u8

永兴电视台,http://play-dgv-xhncloud.voc.com.cn/live/5243_xAptJZ.m3u8
株洲新闻HD,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?checkedby:hlscat.com
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭县综合,http://21084.liveplay.myqcloud.com/live/21084_13241b8296ee11e892905cb9018cf0d4.m3u8
花垣综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_PwgGFC.m3u8
茶陵综合,http://liveplay.rednet.cn/live/chaling_tv.m3u8
桑植新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_NbaWW5.m3u8
靖州高清,http://play-dgv-xhncloud.voc.com.cn/live/5243_9Fp0NK.m3u8
双峰综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_8jKeTt.m3u8 
湘西新闻综合,http://58.20.64.92:9999/tsfile/live/1038_1.m3u8
湘西新闻综合,http://36514.hlsplay.aodianyun.com/tv_radio_36514/tv_channel_1382.m3u8
湘西公共HD,http://36514.hlsplay.aodianyun.com/tv_radio_36514/tv_channel_1381.m3u8
吉首综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_w7IUFw.m3u8
吉首综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_w7IUFw.flv
新邵电视台,http://play-dgv-xhncloud.voc.com.cn/live/5243_XqvSiE.m3u8
新邵县新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_XqvSiE.m3u8
古丈综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_X5MapL.m3u8
古丈综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_X5MapL.flv
邵阳新闻综合,http://live2.sytv.net.cn/xwzh/playlist.m3u8?sign=7cfc9ad21dfde5ee87bdec8557b53214&t=1650460450
邵阳公共,http://live2.sytv.net.cn/ggpd/playlist.m3u8?sign=f04f8b386603b7bee5c93adeb7268fb1&t=1650460558
保靖时政,http://liveplay.rednet.cn/live/baojing_hgs24f.m3u8
古丈综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_X5MapL.m3u8
永顺综合,http://liveplay.rednet.cn/live/yongshun_tv_55433f.m3u8
屈原综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_f2E1iT.m3u8
桂东综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_V42Wbo.m3u8
桂阳新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_IOdZLQ.m3u8
嘉禾新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_QyjPDY.m3u8
临武综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_kE4btF.m3u8
资兴综合,http://liveplay.rednet.cn/live/zixin_tv_00676b.m3u8
茶陵新闻综合,http://liveplay.rednet.cn/live/chaling_tv.m3u8
常宁综合,http://59.51.68.40:1936/live/cntv/playlist.m3u8
洞口综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_Xnt8TM.m3u8
邵东综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_UxxQYt.m3u8
绥宁综合,http://bl.suining.dingtoo.com/AppName/StreamName.m3u8
新邵电视台,http://play-dgv-xhncloud.voc.com.cn/live/5243_XqvSiE.m3u8
沅江电视台,http://play-dgv-xhncloud.voc.com.cn/live/5243_UQfF7l.m3u8
东安综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_Twis7r.m3u8
新化新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_nRI1mM.m3u8
辰溪新闻综合,http://liveplay.rednet.cn/live/chenxi_tv_e26d20.m3u8
通道时政,http://live.tongdaotv.com:8087/live/tdtv.m3u8
新晃时政,http://play-dgv-xhncloud.voc.com.cn/live/5243_lB3BD0.m3u8
溆浦时政,http://liveplay.rednet.cn/live/xupu_tv_fego93.m3u8
芷江综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_bP1bPy.m3u8
麻阳综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_BNm7K4.m3u8
平江新闻,http://play-dgv-xhncloud.voc.com.cn/live/5243_MEAQRB.m3u8
桂东综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_V42Wbo.m3u8
桂阳新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_IOdZLQ.m3u8
嘉禾新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_QyjPDY.m3u8
临武综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_kE4btF.m3u8
资兴综合,http://liveplay.rednet.cn/live/zixin_tv_00676b.m3u8
常宁综合,http://59.51.68.40:1936/live/cntv/playlist.m3u8
衡山综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_PwD7ie.m3u8
耒阳时政综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_Kstz52.m3u8
南岳综合,http://liveplay.rednet.cn/live/nanyue_03f74.m3u8
津市新闻,http://play-dgv-xhncloud.voc.com.cn/live/5243_ELbxiN.m3u8
洞口综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_Xnt8TM.m3u8
新田电视台,https://hlsv2.quklive.com/live/1625110020460086/index.m3u8
双峰电视一套,http://play-dgv-xhncloud.voc.com.cn/live/5243_8jKeTt.m3u8

湖南金鹰纪实,http://183.196.25.171:808/hls/87/index.m3u8
湖南茶频道,http://183.196.25.171:808/hls/63/index.m3u8
湖南快乐垂钓,http://183.196.25.171:808/hls/64/index.m3u8


湖北台,#genre#
湖北卫视,http://113.57.109.37:9901/tsfile/live/1013_1.m3u8
湖北电视台,http://113.57.109.37:9901/tsfile/live/1014_1.m3u8
湖北公共,http://113.57.109.37:9901/tsfile/live/1017_1.m3u8
湖北经视,http://113.57.109.37:9901/tsfile/live/1015_1.m3u8
湖北垄上,http://113.57.109.37:9901/tsfile/live/1016_1.m3u8
武汉新闻综合,http://113.57.109.37:9901/tsfile/live/1018_1.m3u8
武汉电视剧,http://113.57.109.37:9901/tsfile/live/1019_1.m3u8
武汉文体,http://113.57.109.37:9901/tsfile/live/1022_1.m3u8
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉科技生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉教育,http://47.104.173.199/c/hbwhtv.php?id=hbwhjy&auth=niubiplus
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1672502399-0-0-ab2f43952f7fcf1b2da0c3372ec7e0e5
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1672502399-0-0-a9eb4b69fedb8e6d352f38af4867984f
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1672502399-0-0-dd8f147fdd4d8fa5cf320242c32b4ecd
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
十堰新闻,https://p2bj.weizan.cn/351104/837056569960221505/live.m3u8
十堰新闻,rtmp://r2bj.weizan.cn/v/351104_837056569960221505
十堰公共,https://p2bj.weizan.cn/351104/694292401376336037/live.m3u8
十堰公共,rtmp://r2bj.weizan.cn/v/351104_694292401376336037
十堰经济旅游,https://p2bj.weizan.cn/351104/791122427715011838/live.m3u8
十堰经济旅游,rtmp://r2bj.weizan.cn/v/351104_791122427715011838

十堰-丹江口生活,http://p2bj.weizan.cn/309104/751799777014582046/live.m3u8
襄阳综合,http://ikukan.com/daili/hbcjy/hbcjy.php?id=xyzh
襄阳经济生活,http://ikukan.com/daili/gdy/gdy.php?id=xyjjsh
襄阳公共,http://ikukan.com/daili/hbcjy/hbcjy.php?id=xygg
襄阳-保康综合新闻,http://bktvplay.gdnewmedia.cc/live/bk_xwzh.m3u8
襄阳-保康文化旅游,http://bktvplay.gdnewmedia.cc/live/bk_whly.m3u8
宜昌综合,http://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1672502399-0-0-c34eb27bb6364b174e0152f5a7cd7862
宜昌旅游生活,http://yichang-live21.cjyun.org/10091/s10091-ycly.m3u8?auth_key=1672502399-0-0-764e7b81e48e1213ac192382bdb4501c
恩施综合,http://enshi-live21.cjyun.org/10070/s10070-eszh.m3u8?auth_key=1672502399-0-0-60521180e489ac8658a238bdf2e8119a
恩施文旅,http://enshi-live21.cjyun.org/10070/s10070-esgg.m3u8?auth_key=1672502399-0-0-050f5919fd23b093742c1d8aa5b13c63
红安综合,http://hongan-live21.cjyun.org/10063/s10063-HAZH.m3u8?auth_key=1672502399-0-0-3558e7aa827c96ae981416fd28530dae
黄冈新闻,http://huanggang-live21.cjyun.org/10120/s10120-xwzh.m3u8?auth_key=1672502399-0-0-658b048e38ac7a094a7bca28bf712d53
黄冈公共,http://huanggang-live21.cjyun.org/10120/s10120-xwgg.m3u8?auth_key=1672502399-0-0-1810c76c7b12b2b5d853504e46920f66
鄂州新闻综合,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1672502399-0-0-747ca6c91b0b202060f8856c1212e6f1
鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ1T.m3u8?auth_key=1672502399-0-0-37e442dac5be05d19f5e8f06b3d2fd77
咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1672502399-0-0-a2bf92071e2d1574740c81336115a9a7
咸宁公共,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1672502399-0-0-1ec275fddf5b7dce126a0cf1d1a97f85
大悟综合,http://yunshangdawu-live21.cjyun.org/10129/s10129-dwzhpd.m3u8?auth_key=1672502399-0-0-47035cb52f73fd4cee6266876ab7aa19
石首综合,http://sstvplay.ssgdlive.com/live/sszh.m3u8
石首影视,http://sstvplay.ssgdlive.com/live/sszh2.m3u8
黄陂新闻,http://live.hptv.com.cn:10080/live/cctv13.m3u8
黄陂生活,http://live.hptv.com.cn:10080/live/cctv9.m3u8
崇阳新闻综合,http://www.cyxw.cn:10500/hls/live.m3u8
洪湖新闻,http://honghu-live21.cjyun.org/10087/s10087-0823-HONGHUTV01.m3u8?auth_key=1672502399-0-0-b944c13c0dc5551ccf445dedb5d2027b
洪湖生活http://honghu-live21.cjyun.org/10087/s10087-0823-HONGHUFM01.m3u8?auth_key=1672502399-0-0-69ddd1da2207155680ab702668a87438
兴山综合,http://xingshan-live21.cjyun.org/cjyun/s10108-xingshanTV01.m3u8?auth_key=1672502399-0-0-229b33b58adbfb54bb1b56660c904923
远安电视台,http://yuanan-live21.cjyun.org/10106/s10106-yatv.m3u8?auth_key=1672502399-0-0-f74548d3774bd13a90e4f1a62fdb65aa
宜都综合,http://yidushi-live21.cjyun.org/10092/s10092-yidushitv01.m3u8?auth_key=1672502399-0-0-3f71190f25051bf0ba272a960ba39793
秭归新闻综合,http://zigui-live21.cjyun.org/10111/s10111-ZGTV1.m3u8?auth_key=1672502399-0-0-17fadbf9472366a8dd59500f240acf37
咸丰新闻综合,http://xianfeng-live21.cjyun.org/10096/s10096-xftv1.m3u8?auth_key=1672502399-0-0-360388050a36653e6ce75944e6842202
孝昌新闻党建,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1672502399-0-0-720f18225520a83ba7ec795bbea95d0c
孝昌生活,http://xiaochang-live21.cjyun.org/10128/s10128-xcsh.m3u8?auth_key=1672502399-0-0-69b3682eb810b8d430b8a81bd9af8dcf
来凤综合,http://laifeng-live21.cjyun.org/10099/s10099-lfzh.m3u8?auth_key=1672502399-0-0-c9b07016069b467cfdaa9783bd64112c
江陵综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv01.m3u8?auth_key=1672502399-0-0-0d227ce9c32f1f14f64bb3571f29a0a4
巴东综合,http://badong-live21.cjyun.org/10095/s10095-bdtv1.m3u8?auth_key=1672502399-0-0-fd35f4e44c5974d838a03d4165643e7d
鹤峰综合,http://hefeng-live21.cjyun.org/10100/s10100-hftv1.m3u8?auth_key=1672502399-0-0-eaafae2c07fcaa8a7bfef965a96f8967
谷城综合,http://gucheng-live21.cjyun.org/10116/s10116-GCTV1.m3u8?auth_key=1672502399-0-0-1d5c2459459f94d38ba7f22246b1d18e
保康新闻综合,http://bktvplay.gdnewmedia.cc/live/bk_xwzh.m3u8
保康文化旅游,http://bktvplay.gdnewmedia.cc/live/bk_whly.m3u8


安徽台,#genre#
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
海豚影视,http://skycw.vicp.net:4022/udp/238.1.79.34:4384
海豚少儿,http://skycw.vicp.net:4022/udp/238.1.79.32:4368
海豚生活,http://skycw.vicp.net:4022/udp/238.1.79.50:4512
海豚健康,http://skycw.vicp.net:4022/udp/238.1.79.33:4376
合肥新闻,http://223.244.92.30:808/2774goN/1000/live.m3u8
合肥生活,http://223.244.92.30:808/xcd72q7/1000/live.m3u8
合肥财经,http://223.244.92.30:808/8Fvh9ro/1000/live.m3u8
合肥教育法制,http://223.244.92.30:808/x91Hoz8/1000/live.m3u8
合肥故事休闲,http://223.244.92.30:808/52e58Sh/1000/live.m3u8
合肥公共,http://223.244.92.30:808/NlwQhy0/1000/live.m3u8
合肥文体博览,http://223.244.92.30:808/FgrhqyC/1000/live.m3u8
合肥新闻,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000185.m3u8&ts=50&auth=no
合肥生活,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000188.m3u8&ts=50&auth=no
合肥财经,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000190.m3u8&ts=50&auth=no
合肥教育法制,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000189.m3u8&ts=50&auth=no
合肥故事休闲,http://kid.hfcatv.com.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R5F15C63AU30947030K77359BACI93B1EF78P8M2FAF228V0Z53085W162382CFCB4DC7EC&playtoken=31667LZMVCGFXDL10&verifycode=2000000576&rate=org&programid=4200000191.m3u8&ts=50&auth=no
合肥-长丰综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
亳州新闻,#http://zbbf2.ahbztv.com/live/416.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
淮北-濉溪一套,https://hwapi.yunshicloud.com/m87oxo/251011.m3u8
淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8
淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8
六安公共,http://pili-live-rtmp.luan2.hfmt.net/luan2/ggpd.m3u8
六安新闻综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8
安徽濉溪1,https://hwapi.yunshicloud.com/m87oxo/251011.m3u8
安徽濉溪2,https://hwapi.yunshicloud.com/m87oxo/h7j86z.m3u8
马鞍山-当涂综合,http://newvideo.dangtutv.cn:8278/dt1/playlist.m3u8
马鞍-和县新闻综合,https://hwapi.yunshicloud.com/i01i85/1o8p4h.m3u8
池州公共,http://cm.wshls.homecdn.com/live/829d.m3u8
池州新闻综合,http://cm.wshls.homecdn.com/live/829f.m3u8
池州-东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
池州-石台综合,http://112.27.85.131:8278/stzb/playlist.m3u8
广德生活,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200515090119.m3u8
广德新闻综合,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8
郎溪综合,http://117.70.93.210:1935/live/xinwen/playlist.m3u8
安庆公共,http://220.179.7.220:1935/live/_definst_/ggpd/playlist.m3u8
安庆教育,http://220.179.7.220:1935/live/_definst_/jypd/playlist.m3u8
东至综合台,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
铜陵新闻综合,http://dstpush1.retalltech.com/app/stream1.m3u8
铜陵公共频道,http://dstpush1.retalltech.com/app/stream2.m3u8
铜陵科教频道,http://dstpush1.retalltech.com/app/stream3.m3u8
铜陵-枞阳综合,https://hwapi.yunshicloud.com/7y5967/mom04l.m3u8
铜陵-枞阳综合,https://hwapi.yunshicloud.com/7y5967/6giz18.m3u8
铜陵-枞阳综合,https://hwapi.yunshicloud.com/7y5967/6giz18.m3u8
和县新闻综合,http://hwzbout.yunshicloud.com/i01i85/1o8p4h.m3u8
黄山-黟县综合,http://114.104.147.15:1935/live/yixian/chunklist_w1913421618.m3u8
宣城-广德新闻,https://hwapi.yunshicloud.com/wy41n6/sur1b8.m3u8
宣城-郎溪新闻,http://117.70.93.210:1935/live/xinwen/chunklist_w92126604.m3u8
马鞍山新闻综合,http://live2.jianmaanshan.cn/c01/sd/live.m3u8
马鞍山公共,http://live2.jianmaanshan.cn/c02/sd/live.m3u8
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
濉溪1,https://hwapi.yunshicloud.com/m87oxo/251011.m3u8
濉溪2,https://hwapi.yunshicloud.com/m87oxo/h7j86z.m3u8
潜山新闻综合,http://60.171.171.101:8278/rtmp_export/video22.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
定远综合,http://ssdyapp.cn/live/dyv1.m3u8
太和新闻综合,http://p2.weizan.cn/1110366022/132071060845712961/live.m3u8
郎溪新闻,http://117.70.93.210:1935/live/xinwen/playlist.m3u8
当涂新闻综合,http://newvideo.dangtutv.cn:8278/dt1/playlist.m3u8
桐城新闻,http://pili-live-hls.ahtc.tianma3600.com/ahtc/tcxw.m3u8
来安综合,http://video.latv.net.cn:8278/latv/playlist.m3u8
萧县新闻综合,http://60.171.238.200:8278/xwzh/playlist.m3u8
黟县综合,http://app.yixianfabu.com:1935/live/yixian/playlist.m3u8
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
肥西综合,http://live1.ahwanyun.cn/wylive/ec6825aa-e76c-4b28-ad6c-e21d70b4fac2.m3u8?auth_key=1637225381-0-0-ba968210df4c9b1d7ca9e06cc4f63b64


山东台,#genre#
山东卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225802/index.m3u8
山东卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221226144/index.m3u8
山东少儿,http://39.136.48.2:8089/PLTV/88888888/224/3221226195/index.m3u8
山东生活,http://39.136.48.2:8089/PLTV/88888888/224/3221225841/index.m3u8
山东综艺,http://39.136.48.2:8089/PLTV/88888888/224/3221225855/index.m3u8
山东齐鲁,http://39.136.48.2:8089/PLTV/88888888/224/3221226045/index.m3u8
山东体育,http://39.136.48.2:8089/PLTV/88888888/224/3221226075/index.m3u8
山东新闻,http://39.136.48.2:8089/PLTV/88888888/224/3221226077/index.m3u8
山东齐鲁,http://39.136.48.2:8089/PLTV/88888888/224/3221225868/index.m3u8
山东新闻,http://39.136.48.2:8089/PLTV/88888888/224/3221225962/index.m3u8
山东综艺,http://39.136.48.2:8089/PLTV/88888888/224/3221226101/index.m3u8
山东少儿,http://39.136.48.2:8089/PLTV/88888888/224/3221226001/index.m3u8
山东体育,http://39.136.48.2:8089/PLTV/88888888/224/3221226003/index.m3u8
山东农科,http://39.136.48.2:8089/PLTV/88888888/224/3221225870/index.m3u8
济南新闻,http://39.136.48.2:8089/PLTV/88888888/224/3221225988/index.m3u8
济南都市,http://39.136.48.2:8089/PLTV/88888888/224/3221226029/index.m3u8
济南影视,http://39.136.48.2:8089/PLTV/88888888/224/3221226067/index.m3u8
济南商务,http://39.136.48.2:8089/PLTV/88888888/224/3221225862/index.m3u8
济南鲁中,http://39.136.48.2:8089/PLTV/88888888/224/3221225910/index.m3u8
济阳综合,http://39.136.48.2:8089/PLTV/88888888/224/3221225936/index.m3u8
平阴综合,http://39.136.48.2:8089/PLTV/88888888/224/3221226197/index.m3u8
亚洲影院,http://39.136.48.2:8089/PLTV/88888888/224/3221225844/index.m3u8
欧美影院,http://39.136.48.4:8089/PLTV/88888888/224/3221226345/index.m3u8
海看导视,http://39.136.48.2:8089/PLTV/88888888/224/3221225852/index.m3u8
海看少儿,http://39.136.48.2:8089/PLTV/88888888/224/3221225943/index.m3u8
海看热播,http://39.136.48.52:8089/PLTV/88888888/224/3221225878/index.m3u8
海看爱宠,http://39.136.48.19:8089/PLTV/88888888/224/3221226071/index.m3u8
海看电竞,http://39.136.48.5:8089/PLTV/88888888/224/3221225629/index.m3u8

